question_id,question_no,question_date,asked_by_name,recipient,debate_section_id,source_xml_url,fetch_ok,section_local_match,question_local_match,question_count_in_xml,speech_count_in_xml,summary_count,table_count,external_link_count,answer_text_chars,grouped_or_joint_answer,referred_or_direct_reply,reply_not_received,status,summary_texts,answer_preview
https://data.oireachtas.ie/ie/oireachtas/question/2025-11-12/pq_205,205,2025-11-12,Michael Healy-Rae,Foreign,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-12/writtens/dbsect_164,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-12/writtens/mul@/dbsect_164.xml,True,True,True,1,1,0,0,6,1635,False,False,False,ministerial_reply_present,,"Tánaiste and Minister for Foreign Affairs and Trade My Department is responsible for processing Foreign Birth Registration (FBR) applications for people who are born abroad and claim Irish citizenship through a grandparent born in Ireland or through a parent who has claimed citizenship also through FBR or Naturalisation. Foreign Birth Registration,"
https://data.oireachtas.ie/ie/oireachtas/question/2025-11-13/pq_352,352,2025-11-13,Ken O'Flynn,Social,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-13/writtens/dbsect_353,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-13/writtens/mul@/dbsect_353.xml,True,True,False,1,1,0,0,6,2852,False,False,False,ministerial_reply_present,,"Minister for Social Protection Matters relating to foster carers, including foster care allowance, are the responsibility of my colleague, the Minister for Children, Disability and Equality. This Government acknowledges the important role that carers, including foster carers, play and remains fully committed to supporting them. The State Pension (C"
https://data.oireachtas.ie/ie/oireachtas/question/2025-11-18/pq_648,648,2025-11-18,Ken O'Flynn,Housing,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-18/writtens/dbsect_521,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-18/writtens/mul@/dbsect_521.xml,True,True,True,1,1,1,0,6,1425,True,False,False,ministerial_reply_present,Question No. 649 answered with Question No. 539.,"Minister for Housing, Local Government and Heritage The Programme for Government commits to building on the successes of Housing for All and ramping up supply to deliver over 300,000 homes between 2025 and 2030. This is now supported by the new National Housing plan Delivering Homes, Building Communities which includes further measures to stimulate"
https://data.oireachtas.ie/ie/oireachtas/question/2025-12-09/pq_185,185,2025-12-09,Emer Currie,Transport,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-09/writtens/dbsect_176,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-09/writtens/mul@/dbsect_176.xml,True,True,True,1,1,1,0,6,1463,False,True,False,ministerial_reply_present,A referred reply was forwarded to the Deput y under Standing Orders.,"Minister for Transport As the Minister for Transport, I have responsibility for policy and overall funding in relation to public transport; however, I am not involved in the day-to-day operations of public transport. From a policy perspective, I wish to advise the Deputy that the Department of An Taoiseach has established a unit within its departme"
https://data.oireachtas.ie/ie/oireachtas/question/2025-12-09/pq_23,23,2025-12-09,Paul Lawless,Finance,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-09/writtens/dbsect_43,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-09/writtens/mul@/dbsect_43.xml,True,True,True,1,1,1,0,6,1841,False,False,False,ministerial_reply_present,Question No. 24 taken with No. 18.,"Tánaiste and Minister for Finance The Future Ireland Fund (FIF) and the Infrastructure, Climate and Nature Fund (ICNF) were established by the Future Ireland Fund and Infrastructure Climate and Nature Fund Act in 2024 to address future challenges, particularly those associated with demographics, digitalisation, decarbonisation and de-globalisation."
https://data.oireachtas.ie/ie/oireachtas/question/2025-12-10/pq_201,201,2025-12-10,Naoise Ó Muirí,Education,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-10/writtens/dbsect_168,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-10/writtens/mul@/dbsect_168.xml,True,True,True,1,1,0,0,6,3396,False,False,False,ministerial_reply_present,,"Minister for Education and Youth My Department works closely with school patrons in order to ensure that there are sufficient school places available for all children in Westport each September. In order to cater for Westport’s longer-term educational provision at post primary level, my Department is investing in two substantial capital projects in"
https://data.oireachtas.ie/ie/oireachtas/question/2025-12-18/pq_718,718,2025-12-18,Ken O'Flynn,Health,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-18/writtens/dbsect_687,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-18/writtens/mul@/dbsect_687.xml,True,True,True,1,1,0,0,6,146,False,True,False,ministerial_reply_present,,"Minister for Health As this is a service matter, I have asked the Health Service Executive to respond to the Deputy directly, as soon as possible."
https://data.oireachtas.ie/ie/oireachtas/question/2026-01-13/pq_143,143,2026-01-13,Naoise Ó Cearúil,Enterprise,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-01-13/writtens/dbsect_61,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-01-13/writtens/mul@/dbsect_61.xml,True,True,True,1,1,0,0,6,2202,False,False,False,ministerial_reply_present,,"Minister of State at the Department of Enterprise, Tourism and Employment The Government's Action Plan on Market Diversification sets out a path to support Irish businesses to adapt to the global trading environment by striking out into new and diverse markets while deepening their engagement in existing markets. As a global and open trading econom"
https://data.oireachtas.ie/ie/oireachtas/question/2026-01-13/pq_434,434,2026-01-13,Ken O'Flynn,Defence,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-01-13/writtens/dbsect_288,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-01-13/writtens/mul@/dbsect_288.xml,True,True,True,1,1,0,0,6,2743,False,False,False,ministerial_reply_present,,"Minister for Defence I would like to assure the Deputy that attracting and retaining talented individuals and encouraging them to stay and enjoy a fruitful career in the Defence Forces is a priority. One of the key indicators of progress is a reduction in attrition rates. In this regard, significant work has been undertaken over the past five years"
https://data.oireachtas.ie/ie/oireachtas/question/2026-01-13/pq_930,930,2026-01-13,Michael Cahill,Public Expenditure,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-01-13/writtens/dbsect_637,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-01-13/writtens/mul@/dbsect_637.xml,True,True,True,4,1,4,1,6,3978,True,False,False,ministerial_reply_present,Question No. 929 answered with Question No. 923. | Question No. 930 answered with Question No. 928. | Question No. 931 answered with Question No. 928. | Question No. 932 answered with Question No. 928.,"Minister of State at the Department of Public Expenditure, National Development Plan Delivery and Reform I propose to take Questions Nos. 928 and 930 to 932, inclusive, together. Local coastal erosion and flooding issues are a matter, in the first instance, for each local authority to investigate and address. The OPW is working closely with Kerry C"
