candidate_id,label,source_url,source_kind,notes
sf_wordmark_2025,Current wordmark SVG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Sinn%20F%C3%A9in%20wordmark.svg,wikimedia_official_site_derived,"Uploaded from the official Sinn Féin website in 2025; current clean wordmark candidate."
sf_wordmark_2016,2016 wordmark PNG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Sinn%20F%C3%A9in.png,wikimedia_party_authored,"Older raster version of the Sinn Féin wordmark; author/source attributed to Sinn Féin."
