candidate_id,label,source_url,source_kind,notes
sd_clean_svg,Clean square Social Democrats logo,https://commons.wikimedia.org/wiki/Special:Redirect/file/Social%20Democrats%20%28Ireland%29%20logo.svg,wikimedia_campaign_material_derived,"Clean vector recreation based on Social Democrats campaign materials; canonical square identity candidate."
